Table No.19 (b),,,,,,,,
"STATEMENT ON REMMITTANCE-WISE DETAILS OF FDI EQUITY INFLOWS RECEIVED BY ACQUISITION OF
402,CUTTING EDGE IT SOLUTIONS PVT LTD,U.S.A,PROMOLTA.COM INC - UNITED STATES OF AMER,REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,0.00,0.00,
403,Pentanov Ingredients Private Limited,Israel,"Pentaor Ltd ,Israel",REGION NOT INDICATED,Service activities incidental to water transportation,0.63,0.01,
404,Cybage Software Private Limited,U.S.A,"Gurveinder Singh Chhatwal , Usa",REGION NOT INDICATED,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",1.11,0.02,
405,Pz Mobile Solutions Pvt Limited,U.S.A,"Packet Zoom Inc, Usa","REGION
NOT INDICATED","Computer consultancy and
computer facilities management activities",0.12,0.00,
406,Contextlogic Information Technology Indi,U.S.A,"Context Logic Inc,Usa",REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,0.01,0.00,
407,Edunetwork Private Limited,Mauritius,"Accel India Iv ( Mauritius ) Limited , M",REGION NOT INDICATED,"Renting of tent, furniture, pottery and glass, kitchen and tableware, utensils, household electrical and electronic equipments etc.",7.72,0.11,
408,Maxymus Mobile Analytics Private Limited,U.S.A,"Cignifi Inc, Usa",REGION NOT INDICATED,Providing software support and maintenance to the clients,0.10,0.00,
409,Edunetwork Private Limited,Mauritius,"Idg Ventures Fund Iii Llc, Mauritius",REGION NOT INDICATED,"77291 Renting of tent, furniture, pottery and glass, kitchen and tableware, utensils, household electrical and electronic equipments etc.",4.06,0.06,
410,Contextlogic Information Technology Indi,U.S.A,"Context Logic Inc,Usa",REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,0.01,0.00,
411,Kannur International Airport Ltd,UAE,Mohammed Azharuddin,"REGION
NOT INDICATED",Cargo handling incidental to air transport,0.10,0.00,
412,Kannur International Airport Ltd,Bahrain,Valiyakath Kunhu,REGION,Cargo handling incidental to air,0.70,0.01,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,Mohammad Noushad,NOT INDICATED,transport,,,
413,ADANI POWER LTD,Mauritius,PAN ASIA TRADE AND INVESTMENTS PVT LTD -,REGION NOT INDICATED,Electric power generation by coal based thermal power plants,232.92,3.44,
414,UJJAWALA POER PRIVATE LIMTIED,Singapore,MAIF INVESTMENTS INDIA PTE LTD WITH 1 NO,REGION NOT INDICATED,Electric power generation using solar energy,0.81,0.01,
415,Ecosys Ooh Advertising Private Limited,France,"Publicis Groupe Holdings Bv, France","REGION
NOT INDICATED",Advertising,11.17,0.16,
416,Ecosys Ooh Advertising Private Limited,France,"Publicis Groupe Holdings Bv, France",REGION NOT INDICATED,Advertising,15.64,0.23,
417,Ecosys Ooh Advertising Private Limited,France,"Publicis Groupe Holdings Bv, France",REGION NOT INDICATED,Advertising,11.17,0.16,
418,Lithium Urban Technologies Private Limit,Luxembourg,"Lightstone Fund S A Raif, Luxembourg",REGION NOT INDICATED,Other urban or suburban passenger transport n.e.c.,3.62,0.05,
419,PHOENIX INFOBUILD INDIA PVT LTD,Singapore,VERUS HOLDINGS PTE LTD - SINGAPORE,REGION NOT INDICATED,Construction of buildings carried out on own-account basis or on a fee or contract basis,0.05,0.00,
420,Lithium Urban Technologies Private Limit,Luxembourg,"Lightstone Fund S A Raif, Luxembourg","REGION
NOT INDICATED",Other urban or suburban passenger transport n.e.c.,3.62,0.05,
421,Lithium Urban Technologies Private Limit,Luxembourg,"Lightstone Fund S A Raif, Luxembourg",REGION NOT INDICATED,Other urban or suburban passenger transport n.e.c.,3.62,0.05,
422,Lithium Urban Technologies Private Limit,Luxembourg,"Lightstone Fund S A Raif, Luxembourg",REGION NOT INDICATED,Other urban or suburban passenger transport n.e.c.,35.63,0.53,
423,Lithium Urban Technologies Private Limit,Luxembourg,"Lightstone Fund S A Raif, Luxembourg",REGION NOT INDICATED,Other urban or suburban passenger transport n.e.c.,3.62,0.05,
424,Lithium Urban Technologies Private Limit,Luxembourg,"Lightstone Fund S A Raif, Luxembourg",REGION NOT INDICATED,Other urban or suburban passenger transport n.e.c.,7.61,0.11,
425,Lithium Urban Technologies Private Limit,Luxembourg,"Lightstone Fund S A Raif, Luxembourg",REGION NOT INDICATED,Other urban or suburban passenger transport n.e.c.,23.81,0.35,
426,Lithium Urban Technologies Private Limit,Luxembourg,"Lightstone Fund S A Raif, Luxembourg",REGION NOT INDICATED,Other urban or suburban passenger transport n.e.c.,67.65,1.00,
427,Lithium Urban Technologies Private Limit,Luxembourg,"Lightstone Fund S A Raif, Luxembourg",REGION NOT INDICATED,Other urban or suburban passenger transport n.e.c.,2.50,0.04,
428,Lithium Urban Technologies Private Limit,Luxembourg,"Lightstone Fund S A Raif, Luxembourg",REGION NOT INDICATED,Other urban or suburban passenger transport n.e.c.,2.27,0.03,
429,Lithium Urban Technologies Private Limit,Luxembourg,"Lightstone Fund S A Raif, Luxembourg",REGION NOT INDICATED,Other urban or suburban passenger transport n.e.c.,11.15,0.16,
430,ADANI POWER LTD,Mauritius,PAN ASIA TRADE AND INVESTMENT PVT LTD -,"REGION NOT
INDICATED",Electric power generation by coal based thermal power plants,155.04,2.29,
431,Lithium Urban Technologies Private Limit,Luxembourg,"Lightstone Fund S A Raif, Luxembourg",REGION NOT INDICATED,Other urban or suburban passenger transport n.e.c.,3.62,0.05,
432,NVantage India Private Limited,Singapore,Nomura Research Institute Asia Pacific P,REGION NOT,Providing software support and maintenance to the clients,0.01,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,INDICATED,,,,
433,Lithium Urban Technologies Private Limit,Luxembourg,Lightstone Fund S.A. RAIF for and on beh,REGION NOT INDICATED,Other urban or suburban passenger transport n.e.c.,12.50,0.18,
434,VIBGYOR PRINTING & PACKAGING PRIVATE LIM,Netherlands,GPC HOLDINGS B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases,
carboys, bottles etc.)",13.67,0.20,
435,VIBGYOR PRINTING & PACKAGING PRIVATE LIM,Netherlands,GPC HOLDINGS B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc.)",71.10,1.05,
436,Healthium Medtech Private Limited,Mauritius,QUINAG ACQUISITION (FDI) LTD (MAURITIUS),REGION NOT INDICATED,"Manufacture of medical impregnated wadding, gauze, bandages, dressings, surgical gut string etc.",261.15,3.85,
437,PHOENIX TECH SPACE INDIA PVT LTD,Singapore,VERUS HOLDINGS PTE LTD - SINGAPORE,"REGION
NOT INDICATED","Construction of buildings carried
out on own-account basis or on a fee or contract basis",0.05,0.00,
438,Healthium Medtech Private Limited,Mauritius,QUINAG ACQUISITION (FDI) LTD (MAURITIUS),REGION NOT INDICATED,"Manufacture of medical impregnated wadding, gauze, bandages, dressings, surgical gut string etc.",735.44,10.85,
439,Healthium Medtech Private Limited,Mauritius,QUINAG ACQUISITION (FDI) LTD (MAURITIUS),REGION NOT INDICATED,"Manufacture of medical impregnated wadding, gauze, bandages, dressings, surgical gut string etc.","1,069.37",15.77,
440,Indus Towers Limited,Mauritius,Al-Amin Investments Ltd. (MAURITIUS),"REGION NOT
INDICATED",Activities of other wireless telecommunications activities,0.00,0.00,
441,Indus Towers Limited,Mauritius,Asian Telecommunication Investments (Mau,REGION NOT INDICATED,Activities of other wireless telecommunications activities,0.00,0.00,
442,Indus Towers Limited,Mauritius,CCII (Mauritius) Inc (MAURITIUS),REGION NOT INDICATED,Activities of other wireless telecommunications activities,0.00,0.00,
443,Indus Towers Limited,Mauritius,Euro Pacific Securities Ltd. (MAURITIUS),REGION NOT INDICATED,Activities of other wireless telecommunications activities,0.00,0.00,
444,Indus Towers Limited,Mauritius,Mobilvest (MAURITIUS),REGION NOT INDICATED,Activities of other wireless telecommunications activities,0.00,0.00,
445,Go Fashion (India) Private Limited,Mauritius,Dynamic India Fund S4 US I,"REGION
NOT INDICATED",Manufacture of all types of textile garments and clothing accessories,97.07,1.43,
446,Star Health and Allied Insurance Company,Mauritius,Dynamic India Fund S4 US I,"REGION NOT
INDICATED",Life insurance,96.37,1.42,
447,Riser Maintenance Solutions Private Limi,South Africa,"FIRST SUBSEA SERVICES
(PTY) LTD Address:",REGION NOT INDICATED,"Repair and maintenance of mining, construction, and oil and gas field machinery; metallurgy machinery",0.17,0.00,
448,TYNOR ORTHOTICS PVT LTD Address: PLOT NO,Netherlands,"VIHOME B.V. Address: KLOMPENMAKER 1, 386",REGION NOT INDICATED,Manufacture of orthopedic and prosthetic devices,1.63,0.02,
449,WOW MOMO FOODS PRIVATE LIMITED,Mauritius,"NDIA 2020 FUND II, LIMITED,C/O CIM FUND",REGION NOT INDICATED,"Cafeterias, fast-food restaurants and other food preparation in market stalls",0.45,0.01,
450,SAHRUDAYA HEALTH CARE PRIVATE LIMITED,Netherlands,ABC MEDICOVER HOLDINGS BV LUCHTHA VENWEG,"REGION
NOT INDICATED",Hospital activities,7.63,0.11,
451,SHANTHA BIOTECHNICS PRIVATE,France,SANOFI PASTEUR,REGION,Manufacture of homoeopathic or,990.50,14.61,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,LIMITED,,"MERIEUX,54 RUA LA BOETIE",NOT INDICATED,biochemic pharmaceutical preparations,,,
452,SREYAS HOLISTIC REMEDIES PVT LTD,U.S.A,KALYAN C NAYENENI,REGION NOT INDICATED,Medical practice activities,1.62,0.02,
453,ESSAR OIL AND GAS EXPLORATION AND PRODUC,Mauritius,ESSAR EXPLORATION AND PRODUCTION LTD - M,REGION NOT INDICATED,On shore extraction of crude petroleum,"4,835.99",71.33,
454,SREYAS HOLISTIC REMEDIES PVT LTD,U.S.A,RAJSHEKER KOLLIPARA,"REGION
NOT INDICATED",Medical practice activities,2.34,0.03,
455,SREYAS HOLISTIC REMEDIES PVT LTD,U.S.A,RAJSHEKER KOLLIPARA,REGION NOT INDICATED,Medical practice activities,0.91,0.01,
456,UPR ENGINEERING PRIVATE LIMITED,United Kingdom,"REGINSON ENGINEERING LTD , UNITED KINGDO",REGION NOT INDICATED,"Manufacture of parts and accessories of the aircraft and spacecraft of this class (major assemblies such as fuselages, wings, doors, control surfaces, landing gear, fuel tanks, nacelles, airscrews, helicopter rotors and propelled rotor blades, motors and",10.26,0.15,
457,Lenskart Solutions Private Limited,Mauritius,"Steadview Capital Mauritius Limited , MA",REGION NOT INDICATED,"Wholesale of watches, clocks and optical goods",246.61,3.64,
458,Lenskart Solutions Private Limited,Mauritius,"Steadview Capital Mauritius Limited , MA",REGION NOT INDICATED,"Wholesale of watches, clocks and optical goods",4.24,0.06,
459,Lenskart Solutions Private Limited,Mauritius,"Steadview Capital Mauritius Limited , MA",REGION NOT INDICATED,"Wholesale of watches, clocks and optical goods",0.23,0.00,
460,Lenskart Solutions Private Limited,Mauritius,"ABG Capital , MAURITIUS",REGION NOT INDICATED,"Wholesale of watches, clocks and optical goods",42.18,0.62,
461,Lenskart Solutions Private Limited,Mauritius,"ABG Capital , MAURITIUS",REGION NOT INDICATED,"Wholesale of watches, clocks and optical goods",0.73,0.01,
462,Lenskart Solutions Private Limited,Mauritius,"ABG Capital , MAURITIUS",REGION NOT INDICATED,"Wholesale of watches, clocks and optical goods",0.04,0.00,
463,Lenskart Solutions Private Limited,Mauritius,"LTR Focus Fund , MAURITIUS","REGION NOT
INDICATED","Wholesale of watches, clocks and optical goods",35.69,0.53,
464,ADANI POWER LTD,Mauritius,PAN ASIA TRADE AND INVESTMENT PVT LTD -,REGION NOT INDICATED,35102 Electric power generation by coal based thermal power plants,35.34,0.52,
465,Kannur International Airport Ltd,Qatar,Mahroof K.K.,REGION NOT INDICATED,Cargo handling incidental to air transport,5.00,0.07,
466,Kannur International Airport Ltd,UAE,Musthafa Charan,REGION NOT INDICATED,Cargo handling incidental to air transport,0.10,0.00,
467,Kannur International Airport Ltd,UAE,Pravitha Kezhaka Veedu,"REGION
NOT INDICATED",Cargo handling incidental to air transport,0.10,0.00,
468,Kannur International Airport Ltd,UAE,Appada Veettil Vinod Kumar,"REGION NOT
INDICATED",Cargo handling incidental to air transport,0.10,0.00,
469,Arcsine Software Private Limited,U.S.A,"Deepen AI, Inc.",REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,0.11,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
470,OCS GROUP INDIA PVT LTD,Singapore,OCS GROUP SINGAPORE PTE LTD,REGION NOT INDICATED,Combined facilities support activities,78.00,1.15,
471,INTERACTIVE AVENUES PVT LTD,Singapore,IPG MEDIABRANDS SINGAPORE PTE LTD,"REGION
NOT INDICATED",Advertising,55.29,0.82,
472,INTERACTIVE AVENUES PVT LTD,Singapore,IPG MEDIABRANDS SINGAPORE PTE LTD,"REGION NOT
INDICATED",Advertising,55.29,0.82,
473,INTERACTIVE AVENUES PVT LTD,Singapore,IPG MEDIABRANDS SINGAPORE PTE LTD,REGION NOT INDICATED,Advertising,55.29,0.82,
474,INTERACTIVE AVENUES PVT LTD,Singapore,IPG MEDIABRANDS SINGAPORE PTE LTD,REGION NOT INDICATED,Advertising,55.29,0.82,
475,M/s. Misono Restaurant Private Limited,UAE,"M/s. Lovjai Talwar.,",REGION NOT INDICATED,"Restaurant and bar activities connected to transportation, when carried out by separate units",2.45,0.04,
476,"THIRUMENI FINANCE PRIVATE LIMITED, VARAS",Mauritius,LGT CAPITAL INVEST MAURITIUS PCC WITH CE,"REGION
NOT INDICATED",Wholesale of other household goods,109.79,1.62,
477,"MARATHWADA REFRACTORIES LIMITED, NO 41 M",Singapore,"CALVERA CAPITAL PTE LTD, 701 SIMS DRIVE,","REGION
NOT INDICATED",Manufacture of refractory products,122.28,1.80,
478,"Marathwada Refractories Limited, 41 Vitt",Singapore,"CALVERA CAPITAL PTE LTD, 701 SIMS DRIVE,",REGION NOT INDICATED,Manufacture of refractory products,1.62,0.02,
479,"BLACKBOOKTECHNOLOGIESPRIVATE LIMITED,",Singapore,"BLACKBOOKTECHNOLOGIES PTE LTD,53 HOLLA",REGION NOT INDICATED,Other information technology and computer service activities,0.10,0.00,
480,"MARATHWADA REFRACTORIES LIMITED, NO 41 M",Singapore,"CALVERA CAPITAL PTE LTD, 701 SIMS DRIVE,",REGION NOT INDICATED,Manufacture of refractory products,122.28,1.80,
481,NTK India Private Limited,Italy,"GMI. Gruppo Meccanico Italiano, Italy",REGION NOT INDICATED,Manufacture of fluid power equipment,0.10,0.00,
482,Kiran Energy Solar Power Private Limited,Mauritius,"Hinduja Power Limited, Mauritius","REGION
NOT INDICATED",Electric power generation using solar energy,96.01,1.42,
483,Kiran Energy Solar Power Private Limited,Mauritius,"Hinduja Power Limited, Mauritius",REGION NOT INDICATED,Electric power generation using solar energy,144.01,2.12,
484,CUBE HIGHWAYS AND TRANSPORTATION ASSETS,Singapore,CUBE HIGHWAYS AND INFRASTRUCTURES PTE LT,REGION NOT INDICATED,Management consultancy activities,0.00,0.00,
485,RSP Design Consultants India Pvt Ltd,Mauritius,Baring Private Equity Asia IV Mauritius,REGION NOT INDICATED,Architectural and engineering activities and related technical consultancy,15.55,0.23,
486,Levana Education Solutions Private Limit,United Kingdom,"Levana Education Limited, United Kingdom",REGION NOT INDICATED,Educational support services,11.44,0.17,
487,Fourzerofour Private Limited,Italy,"Mr. Davide Liberati, Italy",REGION NOT INDICATED,Organization of conventions and trade shows,0.04,0.00,
488,Fourzerofour Private Limited,Italy,"Quattrozeroquattro S.R.L., Italy",REGION NOT INDICATED,Organization of conventions and trade shows,0.02,0.00,
489,Mankind Pharma Limited,Mauritius,"Beige Limited,Mauritius",REGION NOT INDICATED,Wholesale of pharmaceutical and medical goods,"1,543.50",22.77,
490,Mankind Pharma Limited,Mauritius,"Beige Limited,Mauritius",REGION,Wholesale of pharmaceutical and,"1,543.50",22.77,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,NOT INDICATED,medical goods,,,
491,Mankind Pharma Limited,Mauritius,"Beige Limited,Mauritius",REGION NOT INDICATED,Wholesale of pharmaceutical and medical goods,"1,543.50",22.77,
492,Mankind Pharma Limited,Mauritius,"Beige Limited,Mauritius",REGION NOT INDICATED,Wholesale of pharmaceutical and medical goods,"1,543.50",22.77,
493,Mankind Pharma Limited,Mauritius,"Beige Limited,Mauritius","REGION
NOT INDICATED",Wholesale of pharmaceutical and medical goods,"2,590.42",38.21,
494,Mankind Pharma Limited,Mauritius,"Beige Limited,Mauritius",REGION NOT INDICATED,Wholesale of pharmaceutical and medical goods,"2,590.42",38.21,
495,PHOENIX SOFT SPACE INDIA PVT LTD,Singapore,VERUS HOLDINGS PTE LTD - SINGAPORE,REGION NOT INDICATED,Construction of buildings carried out on own-account basis or on a fee or contract basis,0.05,0.00,
496,Mankind Pharma Limited,Mauritius,"Beige Limited,Mauritius",REGION NOT INDICATED,Wholesale of pharmaceutical and medical goods,"2,590.42",38.21,
497,Mankind Pharma Limited,Mauritius,"Beige Limited,Mauritius",REGION NOT INDICATED,Wholesale of pharmaceutical and medical goods,"2,026.18",29.89,
498,Mankind Pharma Limited,Mauritius,"Beige Limited,Mauritius","REGION
NOT INDICATED",Wholesale of pharmaceutical and medical goods,"2,026.18",29.89,
499,Mankind Pharma Limited,Mauritius,"Beige Limited,Mauritius",REGION NOT INDICATED,Wholesale of pharmaceutical and medical goods,"2,026.18",29.89,
500,Mankind Pharma Limited,Mauritius,"Beige Limited,Mauritius",REGION NOT INDICATED,Wholesale of pharmaceutical and medical goods,"1,916.09",28.26,
501,Blue Jay Finlease Limited,Mauritius,Matrix Partners India Investments Ii Ext,REGION NOT INDICATED,"Other financial service activities, except insurance and pension funding activities, n.e.c.",1.88,0.03,
502,Wah Holidays Pvt Ltd,Mauritius,"Faktory Ventures Limited, Mauritius",REGION NOT INDICATED,Other reservation service and related activities,0.78,0.01,
503,Tynor Orthotics Pvt Ltd,Netherlands,"Vihome B V , Netherlands",REGION NOT INDICATED,Manufacture of orthopedic and prosthetic devices,73.32,1.08,
504,Tynor Orthotics Pvt Ltd,Netherlands,"Vihome B V , Netherlands",REGION NOT INDICATED,Manufacture of orthopedic and prosthetic devices,73.32,1.08,
505,Parikh Packaging Private Limited,Netherlands,Gpc Holdings Bv Netherlands,REGION NOT INDICATED,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)",131.30,1.94,
506,Kannur International Airport Ltd,UAE,Ismail K K,REGION NOT INDICATED,Cargo handling incidental to air transport,0.05,0.00,
507,Thirumeni Finance Private Limited,Mauritius,Turquoise investment Limited,REGION NOT INDICATED,Other credit granting,16.82,0.25,
508,ADANI POWER LTD,Mauritius,PAN ASIA TRADE AND INVESTMENT PVT LTD -,"REGION NOT
INDICATED",Electric power generation by coal based thermal power plants,112.77,1.66,
509,Lithium Urban Technologies Private Limit,Luxembourg,"Lightstone Fund S A Raif, Luxembourg",REGION NOT INDICATED,Other urban or suburban passenger transport n.e.c.,10.00,0.15,
510,VIBGYOR PRINTING & PACKAGING PRIVATE LIM,Netherlands,GPC HOLDINGS B.V. (NETHERLANDS),REGION NOT,"Manufacture of plastic articles for the packing of goods (plastic bags,",34.18,0.50,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,INDICATED,"sacks, containers, boxes, cases, carboys, bottles etc.)",,,
511,Go Fashion (India) Private Limited,Mauritius,Dynamic India Fund S4 US I,REGION NOT INDICATED,Manufacture of all types of textile garments and clothing accessories,0.00,0.00,
512,NORTHOUT SOLUTIONS PVT LTD,U.S.A,NORTHOUT INC - UNITED STATES OF AMERICA,REGION NOT INDICATED,"Writing , modifying, testing of computer program to meet the needs of a particular client
excluding web-page designing",0.16,0.00,
513,M/s. Misono Restaurant Private Limited,UAE,"M/s. Dolly Talwar., P.O",REGION NOT INDICATED,"Restaurant and bar activities connected to transportation, when carried out by separate units",2.45,0.04,
514,Vessel Warehousing Pvt Ltd,Singapore,"Ammon Holdings I Pte Ltd, Singapore",REGION NOT INDICATED,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade zones]",0.14,0.00,
515,CUTTING EDGE IT SOFTWARE PVT LTD,U.S.A,PROMOLTA.COM INC - UNITED STATES OF AMER,REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,0.00,0.00,
516,Lenskart Solutions Private Limited,Mauritius,"LTR Focus Fund , MAURITIUS",REGION NOT INDICATED,"Wholesale of watches, clocks and optical goods",0.61,0.01,
517,Lenskart Solutions Private Limited,Mauritius,"LTR Focus Fund , MAURITIUS",REGION NOT INDICATED,"Wholesale of watches, clocks and optical goods",0.03,0.00,
518,INVENTURUS KNOWLEDGE SOLUTIONS PRIVATE L,U.S.A,"CLARENCE CARLETON KING II
, UNITED STATE",REGION NOT INDICATED,Other information technology and computer service activities n.e.c.,8.37,0.12,
519,NVantage India Private Limited,Singapore,Nomura Asia Investment (India Powai) Pte,REGION NOT INDICATED,Providing software support and maintenance to the clients,0.00,0.00,
520,Metal Flow Lubricants And Solutions Priv,Spain,Metal Flow SA,REGION NOT INDICATED,Wholesale of industrial chemicals,0.13,0.00,
521,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils
obtained from bituminous",31.04,0.46,
522,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous",41.91,0.62,
523,SAFARI RETREATS PVT LTD,Cayman Islands,BREP VIII SBS FORUM HOLDINGS NQ LTD - CA,REGION NOT INDICATED,Construction of buildings carried out on own-account basis or on a fee or contract basis,0.55,0.01,
524,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other
residues of petroleum oils or of oils",121.49,1.80,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,"RBI
Regional Office",Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,obtained from bituminous,,,
525,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous",22.98,0.34,
526,RAJ PETRO SPECIALITIES PRIVATE LIMITED,Netherlands,BRENNTAG (HOLDING) B.V. (NETHERLANDS),REGION NOT INDICATED,"Manufacture of other petroleum
n.e.c. (includes manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils
obtained from bituminous",291.42,4.31,
527,United Basketball Alliance India Private,U.S.A,Sports Insanity LLC,REGION NOT INDICATED,Other sports activities,0.33,0.00,
528,Actor Rotex Controls Private Limited,France,Sarasin Actor,REGION NOT INDICATED,Manufacture of fluid power equipment,0.05,0.00,
529,Nanoyotta Technologies Private Limited,Singapore,Global Sports Commerce Pte Limited,REGION NOT INDICATED,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",1.61,0.02,
530,Bidonhomes Dotcom Private Limited,U.S.A,Bidonhomes.com,"REGION NOT
INDICATED",Other information technology and computer service activities n.e.c.,0.08,0.00,
531,BSL Engineering Services Limited,Singapore,BSL Engineering Services Pte Limited,REGION NOT INDICATED,Wholesale of metals and metal ores,0.76,0.01,
532,Ebix Travels Private Limited,Singapore,Ebix Fincorp Exchange Pte Ltd,REGION NOT INDICATED,Travel agency activities,1.23,0.02,
533,Startup Accelerator India Private Limite,Singapore,Govin Capital Pte Ltd,REGION NOT INDICATED,Educational support services,11.80,0.17,
534,ATUL SUGAR SCREENS PVT LTD,Netherlands,VECO B V - NETHERLANDS,REGION NOT INDICATED,Manufacture of other articles n.e.c,104.00,1.54,
535,ADANI POWER LTD,Mauritius,PAN ASIA TRADE AND INVESTMENT PVT LTD -,"REGION
NOT INDICATED",Electric power generation by coal based thermal power plants,129.60,1.91,
536,Kannur International Airport Ltd,UAE,Rakesh Krishnan C R,"REGION NOT
INDICATED",Cargo handling incidental to air transport,0.10,0.00,
537,Kannur International Airport Ltd,UAE,Muhammed Kunhi,REGION NOT INDICATED,Cargo handling incidental to air transport,0.10,0.00,
538,Kannur International Airport Ltd,Qatar,Renjith Gopinatha Pillai,REGION NOT INDICATED,Cargo handling incidental to air transport,0.60,0.01,
539,GLITCH MEDIA PRIVATE LIMITED,Netherlands,"RUSSELL SQUARE HOLDING
B. V. (NETHERLAND",REGION NOT INDICATED,Reproduction of recorded media,98.59,1.50,
540,Indus Towers Limited,Mauritius,Trans Crystal Ltd. (MAURITIUS),"REGION
NOT INDICATED",Activities of other wireless telecommunications activities,0.00,0.00,
Grand Total,,,,,,"78,917.69","1,172.96",
