"Table No. 19 (c)
STATEMENT ON REMITTANCE-WISE DETAILS OF FDI EQUITY INFLOW UNDER RBI’s AUTOMATIC ROUTE
RECEIVED DURING APRIL 2022 TO JUNE 2022",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
"360
3",QBLOCKS TECHNOLOGIES PRIVATE LIMITED,MAHARASHTR A,Pune,Publishing of operating systems and system software,Premila Puthanveetil Radhakrishnan,U.S.A,50000,656.4454,Received in the company
"360
4",STROKE & WELLNESS PRIVATE LIMITED,TAMIL NADU,Coimbatore,Hospital activities,Rajesh Rangaswamy,U.S.A,50000,656.4454,Received in the company
"360
5",STROKE & WELLNESS PRIVATE LIMITED,TAMIL NADU,Coimbatore,Hospital activities,Nithya Padmavathy Mohan,U.S.A,50000,656.4454,Received in the company
"360
6",Veeratva Technologies Private Limited,DELHI,South West Delhi,"Other information technology and
computer service activities n.e.c",GIANLUCA MICHELANGELO SACCO,South Africa,50000,656.4454,Received in the company
"360
7","Veeratva Technologies Private
Limited",DELHI,South West Delhi,"Other information technology and
computer service",NICHOLAS ANTONY WRIGHT,South Africa,50000,656.4454,"Received in the
company"
,,,,,,,,,
,,,,activities n.e.c,,,,,
"360
8",Swajan India Charitable Foundation,WEST BENGAL,North 24 Parganas,EDUCATIONAL SUPPORT SERVICES,Swajan Foundation,U.S.A,49990,656.3141,Greenfield
"360
9",SPICEORB INDIA PRIVATE LIMITED,MAHARASHTR A,Aurangabad,"Human resources provision and management of human
resources functions",ORB ENTERPRISES INC,U.S.A,50600,654.4291,Received in the company
"361
0",Samudra Pumps India Private Limited,TAMIL NADU,Coimbatore,"Manufacture of other pumps, compressors, taps and valves etc.",Samudra Pte Ltd,Singapore,51000,653.2214,Received in the company
"361
1","ASSOCIATION OF EMERGENCY
MEDICINE EDUCATORS",TELANGANA,Hyderabad,Medical practice activities,Arunachalam Einstein,U.S.A,50000,646.6691,Received in the company
"361
2",HEALTH4SILVERS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other human health activities n.e.c. (including independent ambulance activities),VAMSI SRIKANTAM,U.S.A,50000,646.6691,Received in the company
"361
3",Lonestar Partners Private Limited,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,Michael Wayne Cantrell,U.S.A,50000,646.6691,Received in the company
"361
4",Lonestar Partners Private Limited,KARNATAKA,Bengaluru,Providing software support and maintenance to the clients,DANNY CARL CANTRELL,U.S.A,50000,646.6691,Received in the company
"361
5",PURELEARN EDUSERVE HYDERABAD PRIVATE LIMITED,TELANGANA,Hyderabad,Management consultancy activities,Precise Credit Solutions 3 S.a.r.l,Luxembourg,50000,646.6691,Received in the company
"361
6",SYMTOTAL SOFTWARE PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Other information technology and computer service
activities n.e.c",Loane Antony William,Australia,50000,646.6691,Received in the company
"361
7",WEB3 CITADEL PRIVATE LIMITED,TAMIL NADU,Tiruvallur,"Writing, modifying, testing of computer
program to meet the",VENKATESH SRIRAMULU,Denmark,50000,646.6691,"Received in the
company"
,,,,,,,,,
,,,,"needs of a particular
client excluding web- page designing",,,,,
"361
8",Zomato Limited,DELHI,South Delhi,Other information service activities n.e.c.,Ajay Sukumaran,UAE,50000,646.6691,Received in the company
"361
9",ASMV NATURAL PRIVATE LIMITED,DELHI,South Delhi,Retail sale of perfumery and cosmetic articles,Ravil Suleymanov Avtandilovich,Russia,49000,643.3165,Received in the company
"362
0",Dibber Schools India Private Limited,MAHARASHTR A,Thane,"Pre-primary education (education preceding
the first level)",Dibber India AS,Norway,49000,643.3165,"Received in the
company"
"362
1","DIGIMATIQUE TECHNOLOGIES INDIA PRIVATE
LIMITED",KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",MURALI DHARAN,Singapore,49000,643.3165,Received in the company
"362
2",PROTECT-O-BURN (INDIA) PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Manufacture of fire extinguishers and other equipment for projecting, dispersing or spraying liquids or powders whether or not hand-operated, including sand blasting
machines, stream cleaning machines",JACOBUS DU PLESSIS,U.S.A,49000,643.3165,Received in the company
"362
3",SVAI NATURAL PRIVATE LIMITED,DELHI,South Delhi,"Retail sale of pharmaceuticals, medical and orthopedic
goods and toilet articles",Ravil Suleymanov Avtandilovich,Russia,49000,643.3165,Received in the company
"362
4",50HERTZ QMOBILITY INDIA PRIVATE LIMITED,DELHI,South West Delhi,Activities of head offices,QMOBILITY PTE LTD,Singapore,50000,640.4131,Received in the company
"362
5",Adalvo India Private Limited,KARNATAKA,Bengaluru,"RESEARCH AND EXPERIMENTAL DEVELOPMENT ON
NATURAL SCIENCES AND ENGINEERING",Alvogen Malta (Out- Licensing) Holding Ltd,Malta,50000,640.4131,Received in the company
,,,,,,,,,
"362
6",BULOX CORPORATION (INDIA) PRIVATE LIMITED,DELHI,South West Delhi,Manufacture of other electrical equipment,BULOX CORPORATION PTE LTD,Singapore,50000,640.4131,Received in the company
"362
7",DWELIUM BUILDERS PRIVATE LIMITED,TAMIL NADU,Chennai,"Real estate activities with own or leased
property",ANJU DIVAKARAN,U.S.A,50000,640.4131,"Received in the
company"
"362
8",HARAREI INDIA PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Other information technology and computer service
activities n.e.c",Mark A Snodgrass,U.S.A,50000,640.4131,Received in the company
"362
9",HARAREI INDIA PRIVATE LIMITED,MAHARASHTR A,Mumbai,Other information technology and computer service activities n.e.c,Gregory Levine,U.S.A,50000,640.4131,Received in the company
"363
0",INDIAN SMART TECHNOLOGY AND MARKETING PRIVATE LIMITED,KERALA,Kozhikode,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material,live animals, food, beverages,
intoxicants and textiles",WAEL KHEIR EDDINE,Lebanon,50000,640.4131,Received in the company
"363
1",Launch Ventures Private Limited,TELANGANA,Hyderabad,Other information technology and computer service activities n.e.c,GIOVANNI ASPRONI,United Kingdom,50000,640.4131,Received in the company
"363
2",Vertical Agroscience Private Limited,UTTAR PRADESH,Ghaziabad,Growing of wheat,Himanshu Tyagi,Indonesia,50000,640.4131,Received in the company
"363
3",VICBIS AERIAL PRIVATE LIMITED,GOA,North Goa,Sports and recreation education,Viktoriia Biskup,Russia,49990,640.2851,Received in the company
"363
4",FM International Watches & Jewellery Private Limited,MAHARASHTR A,Mumbai,"Wholesale of watches, clocks and optical goods",FM International Watches and Jewellery LLC,UAE,49000,633.7357,Received in the company
"363
5","PROTECT-O-BURN
(INDIA) PRIVATE LIMITED",MAHARASHTR A,Mumbai,"Manufacture of fire
extinguishers and other equipment for",JACOBUS DU PLESSIS,U.S.A,49000,633.7357,"Received in
the company"
,,,,,,,,,
,,,,"projecting, dispersing or spraying liquids or powders whether or not hand-operated, including sand blasting machines, stream
cleaning machines",,,,,
"363
6",RIK INDUSTRIES PRIVATE LIMITED,TAMIL NADU,Coimbatore,Manufacture of furniture made of wood,Richard Eric Allen,United Kingdom,49000,633.7357,Received in the company
"363
7",togopool private Limited,HARYANA,Sonipat,"Other urban or suburban passenger
transport n.e.c.",Chuang Chiung- Ni,Taiwan,49000,633.7357,"Received in the
company"
"363
8",WOUND CARE BILLING SPECIALISTS INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Wound Care Billing Specialists LLC,U.S.A,49000,633.7357,Received in the company
"363
9",MAH SCALEPHASE PRIVATE LIMITED,KARNATAKA,Bengaluru,Retail sale of other food products n.e.c.,MARCOS SEGADOR ARREBOLA,Spain,49000,627.6049,Received in the company
"364
0",Samudra Pumps India Private Limited,TAMIL NADU,Coimbatore,"Manufacture of other pumps, compressors, taps and valves etc.",ramachandran Shivan,Singapore,49000,627.6049,Received in the company
"364
1",BLOCK ARMOUR PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",AMIT CHOUDHARY,New Zealand,47499.14,614.3245,Received in the company
"364
2",PROTIGENIX LIFE SCIENCES PRIVATE LIMITED,ANDHRA PRADESH,Visakhapatnam,"MANUFACTURE OF MEDICINAL SUBSTANCES USED IN THE MANUFACTURE OF PHARMACEUTICALS: ANTIBIOTICS, ENDOCRINE PRODUCTS, BASIC
VITAMINS; OPIUM DERIVATIVES; SULPHA",SURESH MANAPURAM,U.S.A,44740,578.6395,Received in the company
,,,,,,,,,
,,,,"DRUGS; SERUMS AND PLASMAS; SALICYLIC ACID, ITS SALTS AND ESTERS; GLYCOSIDES AND VEGETABLE
ALKALOIDS;",,,,,
"364
3",ANAROCK GROUP BUSINESS SERVICES PRIVATE LIMITED,MAHARASHTR A,Mumbai,Other business support service activities n.e.c,Peter Properties Limited,United Kingdom,45000,576.3718,Received in the company
"364
4",GOKARE LPO PRIVATE LIMITED,KARNATAKA,Bengaluru,Legal activities,Manjunath A Gokare,U.S.A,45000,576.3718,Received in the company
"364
5",GOKARE LPO PRIVATE LIMITED,KARNATAKA,Bengaluru,Legal activities,Shilpa M Gokare,U.S.A,45000,576.3718,Received in the company
"364
6",SKYLARK DRONES PRIVATE LIMITED,WEST BENGAL,North 24 Parganas,Architectural and engineering activities and related technical consultancy,THAKRAL LIFESTYLE PTE LTD,Singapore,43097.2,565.8192,Received in the company
"364
7",Intellect Design Arena Limited,TAMIL NADU,Chennai,Other information technology and computer service activities n.e.c,Lalit Kumar Motwani,UAE,43750,560.3615,Received in the company
"364
8",Mastek Limited,GUJARAT,Ahmedabad,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",Vivek Gopaldas Goydani,United Kingdom,43500,557.1594,Received in the company
"364
9",PMEC ENGINEERING PRIVATE LIMITED,TAMIL NADU,Chennai,Manufacture of other special-purpose machinery n.e.c.,DAVIDE ZONCA,Singapore,43000,556.1354,Received in the company
"365
0",KPIT Technologies Limited,MAHARASHTR A,Pune,Architectural and engineering activities and related technical consultancy,Rahul Agarwal,Germany,40500,531.7208,Received in the company
"365
1",SVAI NATURAL PRIVATE LIMITED,DELHI,South Delhi,"Retail sale of
pharmaceuticals, medical and orthopedic",Ravil Suleymanov Avtandilovich,Russia,40210,520.0513,"Received in
the company"
,,,,,,,,,
,,,,goods and toilet articles,,,,,
"365
2",MOSS ENERGY PRIVATE LIMITED,RAJASTHAN,Udaipur,Electric power generation using other non conventional sources,MALCOLM JAMESH MOSS,United Kingdom,40000,517.3353,Received in the company
"365
3",MOSS ENERGY PRIVATE LIMITED,RAJASTHAN,Udaipur,"Electric power generation using other
non conventional sources",YVONNE CLAIRE LANCASTER,United Kingdom,40000,517.3353,Received in the company
"365
4",Helisav (India) Private Limited,MAHARASHTR A,Thane,Management consultancy activities,Helisav SDN BHD,Malaysia,40000,512.3305,"Received in the
company"
"365
5",Renao Excel Services Private Limited,HARYANA,Gurgaon,"Human resources provision and management of human
resources functions",NEERAJ VIJ,South Africa,40000,512.3305,Received in the company
"365
6",ARKIND VITAE INDIA PRIVATE LIMITED,HARYANA,Gurgaon,Other non-specialised wholesale trade n.e.c.,ARKIND I,U.S.A,38250,489.9161,Received in the company
"365
7",EGC GLOBAL SERVICES INDIA PRIVATE LIMITED,KERALA,Ernakulam,Other business support service activities n.e.c,EWIE GROUP OF COMPANIES INC.,U.S.A,36350,477.2358,Received in the company
"365
8",STAGLORY TRADING INDIA PRIVATE LIMITED,MAHARASHTR A,Pune,"Wholesale of other machinery, equipment and supplies n.e.c. including computer- controlled machine tools and computer- controlled sewing and
knitting machines",LEE CHANG MING,Taiwan,36000,472.6407,Received in the company
"365
9",ARKIND VITAE INDIA PRIVATE LIMITED,HARYANA,Gurgaon,Other non-specialised wholesale trade n.e.c.,ARKIND II,U.S.A,36750,470.7037,Received in the company
"366
0",STAGLORY TRADING INDIA PRIVATE LIMITED,MAHARASHTR A,Pune,"Wholesale of other machinery, equipment and supplies n.e.c.
including computer- controlled machine",LEE CHANG MING,Taiwan,36000,465.6017,Received in the company
,,,,,,,,,
,,,,"tools and computer-
controlled sewing and knitting machines",,,,,
"366
1",Mastek Limited,GUJARAT,Ahmedabad,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",Jatin Nareshkumar Desai,United Kingdom,34800,456.886,Received in the company
"366
2",CLAMP INDIA TECHNOLOGY PRIVATE LIMITED,TAMIL NADU,Tiruvallur,"Architectural and engineering activities and related technical
consultancy",MONTANARI MARCO,Italy,34000,446.3829,Received in the company
"366
3",CLAMP INDIA TECHNOLOGY PRIVATE LIMITED,TAMIL NADU,Tiruvallur,Architectural and engineering activities and related technical consultancy,MONTANARI MARCO,Italy,34000,439.735,Received in the company
"366
4",3i Infotech Limited,MAHARASHTR A,Thane,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",GAURAV SINGH,Singapore,33000,433.2539,Received in the company
"366
5",CLAMP INDIA TECHNOLOGY PRIVATE LIMITED,TAMIL NADU,Tiruvallur,Architectural and engineering activities and related technical consultancy,PATUELLI ALBERTO,Italy,33000,433.2539,Received in the company
"366
6",CLAMP INDIA TECHNOLOGY PRIVATE LIMITED,TAMIL NADU,Tiruvallur,Architectural and engineering activities and related technical consultancy,LANZONI SURAJ,Italy,33000,433.2539,Received in the company
"366
7",CLAMP INDIA TECHNOLOGY PRIVATE LIMITED,TAMIL NADU,Tiruvallur,"Architectural and engineering activities
and related technical consultancy",PATUELLI ALBERTO,Italy,33000,426.8016,Received in the company
"366
8",CLAMP INDIA TECHNOLOGY PRIVATE LIMITED,TAMIL NADU,Tiruvallur,"Architectural and engineering activities
and related technical consultancy",LANZONI SURAJ,Italy,33000,426.8016,Received in the company
,,,,,,,,,
"366
9",KPIT Technologies Limited,MAHARASHTR A,Pune,Architectural and engineering activities and related technical consultancy,SATYANARAYANA RAO SUDHEER,Japan,31500,413.5606,Received in the company
"367
0",GRL UTAL PRIVATE LIMITED,HARYANA,Hisar,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles,road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, ste",UTAL SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,Poland,30000,388.0014,Received in the company
"367
1",HEXAWARE TECHNOLOGIES LIMITED,MAHARASHTR A,Thane,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",Piyush Dube,U.S.A,29760,384.8974,Received in the company
"367
2",OUR FOOD PRIVATE LIMITED,ANDHRA PRADESH,Visakhapatnam,Warehousing non- refrigerated,3LINES ROCKET FUND LP,U.S.A,28640.6,370.4198,Received in the company
"367
3",OUR FOOD PRIVATE LIMITED,ANDHRA PRADESH,Visakhapatnam,Warehousing non- refrigerated,3LINES OURFOOD SPV LLC,U.S.A,28640.6,370.4198,Received in the company
"367
4",OUR FOOD PRIVATE LIMITED,ANDHRA PRADESH,Visakhapatnam,Warehousing non- refrigerated,"CAPITAL 4
DEVELOPMENT ASIA FUND COOPERATIEF UA",Netherland,28640.6,370.4198,"Received in
the company"
"367
5",One 97 Communications Limited,DELHI,South Delhi,Other information technology and computer service activities n.e.c,SIYUAN HE,Canada,28908,370.2613,Received in the company
"367
6",Mastek Limited,GUJARAT,Ahmedabad,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",Hirenkumar Maheshbhai Patel,United Kingdom,28710,367.7252,Received in the company
,,,,,,,,,
"367
7",KPIT Technologies Limited,MAHARASHTR A,Pune,Architectural and engineering activities and related technical consultancy,Bhaskar Dani,U.S.A,27000,354.4805,Received in the company
"367
8",ASMV NATURAL PRIVATE LIMITED,DELHI,South Delhi,"Retail sale of perfumery and
cosmetic articles",Ravil Suleymanov Avtandilovich,Russia,27060,349.9773,"Received in the
company"
"367
9",Antfarm Business Incubator Private Limited,MAHARASHTR A,Mumbai,Combined office administrative service activities,Bay Capital Investments Limited,Mauritius,26084.76,334.1005,Received in the company
"368
0",FAMILY OF LIGHT PRIVATE LIMITED,MAHARASHTR A,Mumbai,Astrological and spiritualists activities,MATEUSZ OPALINSKI,U.S.A,25000,328.2227,"Received in the
company"
"368
1",FAMILY OF LIGHT PRIVATE LIMITED,MAHARASHTR A,Mumbai,Astrological and spiritualists activities,ALANKNANDA WAMAN NABAR,U.S.A,25000,328.2227,"Received in the
company"
"368
2",FAMILY OF LIGHT PRIVATE LIMITED,MAHARASHTR A,Mumbai,Astrological and spiritualists activities,ANASTASIIA DAVLO FEDURUK,U.S.A,25000,328.2227,Received in the company
"368
3",FAMILY OF LIGHT PRIVATE LIMITED,MAHARASHTR A,Mumbai,Astrological and spiritualists activities,KATERYNA CHMIL,U.S.A,25000,328.2227,Received in the company
"368
4",TAKSHVI VOGUE PRIVATE LIMITED,MAHARASHTR A,Thane,Retail sale of textiles in specialized stores,SUMEET BABURAO CHAUDHARI,U.S.A,25000,323.3345,Received in the company
"368
5",Zomato Limited,DELHI,South Delhi,Other information service activities n.e.c.,Ryan Grant Stapleton,UAE,25000,323.3345,Received in the company
"368
6",Modular Containers Private Limited,TELANGANA,Hyderabad,Manufacture of other containers n.e.c.,MORAVIA CONTAINERS A.S.,Czech Republic,25100,321.4874,Received in the company
"368
7",OASE INDIA PRIVATE LIMITED,DELHI,SOUTH WEST DELHI,Manufacture of other articles n.e.c.,OASE Holding GmbH,Germany,25000,320.2066,Received in the company
"368
8",TECHBRITE SERVICES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",MANUEL RUBIALES REGORDAN,Spain,25000,320.2066,Received in the company
,,,,,,,,,
"368
9",TECHBRITE SERVICES PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,FEDERICO DECIA MARTINEZ,U.S.A,25000,320.2066,Received in the company
"369
0","TRANSTRAC TECHNOLOGY SERVICES PRIVATE
LIMITED",TAMIL NADU,Kanchipuram,"Providing software support and maintenance to the
clients",ZENT INTERNATIONAL LIMITED,Cayman Islands,24728,316.7227,Received in the company
"369
1",KPIT Technologies Limited,MAHARASHTR A,Pune,"Architectural and engineering activities and related technical
consultancy",Gungi Venkata Sunil,Japan,22500,295.4004,Received in the company
"369
2",Tejas Networks Limited,KARNATAKA,Bengaluru,"Manufacture of data communications equipment, such as bridges, routers, and gateways",Shaheedul Huq,U.S.A,22500,295.4004,Received in the company
"369
3",ARCHETYPE SOLUTIONS SOFTWARE PRIVATE LIMITED,Telangana,Hyderabad,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",PRATPAL SINGH BAGGA,U.S.A,22500,288.1859,Received in the company
"369
4",Goddard Technical Solutions Private Limited,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Alpha Wave Incubation LP,UAE,20602.5,270.4883,Received in the company
"369
5",Indegene Private Limited,KARNATAKA,Bengaluru,"Other professional, scientific and technical activities n.e.c.",Vivek Sheel Ghai,U.S.A,20500,265.1343,Received in the company
"369
6",Creatormon Private Limited,HARYANA,Gurgaon,Advertising,Elevation Capital VII Limited,Mauritius,20652.27,264.5197,Received in the company
"369
7",FACILITY PERFORMANCE CONSULTING GLOBAL PRIVATE LIMITED,MAHARASHTR A,Pune,"Other professional, scientific and technical activities n.e.c.",SAJIDA PARVEEN KHAN,United Kingdom,20000,262.5781,Received in the company
369,Fitterfly Healthtech,MAHARASHTR,Thane,Other information,Ravi Kumar Trehan,UAE,19940,261.7904,Received in
,,,,,,,,,
8,Private Limited,A,,"technology and
computer service activities n.e.c",,,,,the company
"369
9",PIXELQUE SOFTWARE PRIVATE LIMITED,GUJARAT,Ahmedabad,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",AYAT DOLEH,U.S.A,20000,256.1653,Received in the company
"370
0",KPIT Technologies Limited,MAHARASHTR A,Pune,"Architectural and engineering activities and related technical
consultancy",Iqbal Ahamed Raj Mohammed,United Kingdom,18000,236.3203,Received in the company
"370
1",YELLOW DRIVE TECHNOLOGIES PRIVATE LIMITED,DELHI,South Delhi,Wholesale and retail sale of used motor vehicles,Shailesh Rao,U.S.A,17480,229.4933,Received in the company
"370
2",YELLOW DRIVE TECHNOLOGIES PRIVATE LIMITED,DELHI,South Delhi,Wholesale and retail sale of used motor vehicles,Haystack Investments Limited,Mauritius,17480,229.4933,Received in the company
"370
3",3i Infotech Limited,MAHARASHTR A,Thane,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",GAURAV SINGH,Singapore,17000,223.1914,Received in the company
"370
4",Mastek Limited,GUJARAT,Ahmedabad,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",Jatin Nareshkumar Desai,United Kingdom,17400,222.8638,Received in the company
"370
5",BESTSIDE PRIVATE LIMITED,MAHARASHTR A,Pune,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like
manufacture of egg",PREDRAG JEVTIC,Serbia,16670,218.8589,Received in the company
,,,,,,,,,
,,,,"powder, sambar
powder etc. (this excludes the",,,,,
"370
6",BESTSIDE PRIVATE LIMITED,MAHARASHTR A,Pune,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the",DOBROSAV NIKOLIC,Serbia,16660,218.7276,Received in the company
"370
7",BESTSIDE PRIVATE LIMITED,MAHARASHTR A,Pune,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this
excludes the",PREDRAG JEVTIC,Serbia,16670,215.5995,Received in the company
"370
8",BESTSIDE PRIVATE LIMITED,MAHARASHTR A,Pune,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this
excludes the",DOBROSAV NIKOLIC,Serbia,16660,215.4701,Received in the company
"370
9",BESTSIDE PRIVATE LIMITED,MAHARASHTR A,Pune,"Other semi-processed, processed or instant
foods n.e.c. except",ALEKSANDAR ILIC,Serbia,16070,210.9815,"Received in the
company"
,,,,,,,,,
,,,,"farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this
excludes the",,,,,
"371
0",BESTSIDE PRIVATE LIMITED,MAHARASHTR A,Pune,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the",ALEKSANDAR ILIC,Serbia,16070,207.8394,Received in the company
"371
1",COGNISAAS TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,TSM VENTURES PTE LTD,Singapore,15808,207.5418,Received in the company
"371
2",COGNISAAS TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",NETGRAPH INVESTMENT IN ENTERPRISES L.L.C.,UAE,15808,207.5418,Received in the company
"371
3","LINK ADMINISTRATION SERVICES PRIVATE
LIMITED",MAHARASHTR A,Mumbai,"Other information technology and computer service
activities n.e.c",Link Market Services Group Pty Limited,Australia,16000,206.9341,Received in the company
"371
4",SERAC PACKAGING SOLUTION PRIVATE LIMITED,MAHARASHTR A,Pune,Manufacture of other special-purpose machinery n.e.c.,S.A.S SERAC GROUP,France,15920,205.8994,Brownfield
"371
5",VAMANA BHAGYA PRIVATE LIMITED,ANDHRA PRADESH,East Godavari,"Construction of buildings carried out on own-account basis or
on a fee or contract basis",SUNSTONE INTERNATIONAL INC.,U.S.A,15663.85,200.6267,Received in the company
,,,,,,,,,
"371
6",HEXAWARE TECHNOLOGIES LIMITED,MAHARASHTR A,Thane,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",Sudhindra Lambu,U.S.A,15500,200.4674,Received in the company
"371
7",KPIT Technologies Limited,MAHARASHTR A,Pune,Architectural and engineering activities and related technical consultancy,UWE SIESS,Germany,15000,196.9336,Received in the company
"371
8",Mastek Limited,GUJARAT,Ahmedabad,"Writing, modifying, testing of computer program to meet the needs of a particular
client excluding web- page designing",Stephen Barrie Latchem,United Kingdom,15000,196.9336,Received in the company
"371
9",GOT DESIGN INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other professional, scientific and technical activities n.e.c.",Bjorn Niklas Bodin,Sweden,15000,194.0007,Received in the company
"372
0",Fitterfly Healthtech Private Limited,MAHARASHTR A,Thane,"Other information technology and computer service
activities n.e.c",Hamad Jabor Jasim Jabor AL Thani,Qatar,14370,188.6624,Received in the company
"372
1",Mebigo Labs Private Limited,MAHARASHTR A,Thane,"Operation of web sites that use a search engine to generate and maintain extensive databases of internet addresses and content in an easily searchable
format",Krafton INC,Korea(North),14270,187.3495,Received in the company
"372
2","MYAASHIANA MANAGEMENT SERVICES PRIVATE
LIMITED",MAHARASHTR A,Mumbai,Combined office administrative service activities,Jones Lang Lasalle Technology Services Pte Ltd,Singapore,14000,183.8047,Received in the company
"372
3",Global Infrastructure Partners India Private Limited,DELHI,Central Delhi,Management of other investment funds,Global Infrastructure Management HK LLC,U.S.A,14053,179.9945,Received in the company
372,Fontes Freitas,GOA,North Goa,"Hotels and Motels,",GONCALO MARIA,Portugal,13010,170.8071,Received in
,,,,,,,,,
4,Private Limited,,,"inns, resorts providing short term lodging facilities; includes accommodation in house boats",TORRES FONTES DE FREITAS MORNA,,,,the company
"372
5",Lodha Ivory Technologies Private Limited,MAHARASHTR A,Mumbai,"Operation of web sites that use a search engine to generate and maintain extensive databases of internet addresses and content in an easily searchable
format",2AM VENTURES OPPORTUNITY FUND LP,U.S.A,12900,166.8406,Received in the company
"372
6",Vivriti Asset Management Private Limited,TAMIL NADU,Chennai,Management of other investment funds,"Lightrock Growth Fund I S.A., SICAV-RAIF",Luxembourg,10700,140.4793,Received in the company
"372
7",Vivriti Asset Management Private Limited,TAMIL NADU,Chennai,Management of other investment funds,"Creation Investments India III, LLC",U.S.A,10700,140.4793,Received in the company
"372
8","Vivriti Asset Management Private
Limited",TAMIL NADU,Chennai,Management of other investment funds,LR India Holding Ltd.,Cayman Islands,10700,140.4793,"Received in the
company"
"372
9",OXYZO Financial Services Private Limited,DELHI,South West Delhi,"Other financial service activities, except insurance and pension
funding activities, n.e.c.","Norwest Capital, LLC",U.S.A,10412.6,136.7061,Received in the company
"373
0",OXYZO Financial Services Private Limited,DELHI,South West Delhi,"Other financial service activities, except
insurance and pension funding activities, n.e.c.",Internet Fund VII Pte. Ltd.,Singapore,10412.6,136.7061,Received in the company
"373
1",OXYZO Financial Services Private Limited,DELHI,South West Delhi,"Other financial service activities, except
insurance and pension funding activities, n.e.c.",Alpha Wave Ventures II LP,Cayman Islands,10412.6,136.7061,Received in the company
"373
2",KALEIDOFIN PRIVATE LIMITED,TAMIL NADU,Chennai,"Other financial service activities, except insurance and pension funding activities, n.e.c.",Bill and Melinda Gates Foundation,U.S.A,10549.4,136.4394,Received in the company
373,OXYZO Financial,DELHI,South West Delhi,Other financial service,Creation Investments,U.S.A,10412.6,134.6701,Received in
,,,,,,,,,
3,Services Private Limited,,,"activities, except
insurance and pension funding activities, n.e.c.","Social Ventures Fund V, LP",,,,the company
"373
4","ANTAMEQ ENGINEERING SOLUTIONS PRIVATE
LIMITED",KARNATAKA,Bengaluru,"Architectural and engineering activities and related technical
consultancy",M/S. ANTARES LIFE CYCLE SOLUTIONS GmbH,Germany,10000,131.2891,Received in the company
"373
5",DASHCLICKS INDIA PRIVATE LIMITED,RAJASTHAN,Jaipur,"Other information technology and computer service
activities n.e.c",TOMER M SELA,U.S.A,10000,131.2891,Received in the company
"373
6",DIGINOOR TECHNOLOGIES PRIVATE LIMITED,TAMIL NADU,Chennai,Other information technology and computer service activities n.e.c,M/s. Diginoor Inc.,U.S.A,10000,131.2891,Received in the company
