"Table No. 19 (c)
STATEMENT ON REMITTANCE-WISE DETAILS OF FDI EQUITY INFLOW UNDER RBI’s AUTOMATIC ROUTE
RECEIVED DURING OCTOBER 2021 TO DECEMBER 2021",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
2711,Litmus7 Systems Consulting Private Limited,KERALA,Ernakulam,"Other information technology and computer service
activities n.e.c",Justin Kunjachan Maliakal,U.S.A,30000,400.4522,Received in the company
2712,Litmus7 Systems Consulting Private Limited,KERALA,Ernakulam,Other information technology and computer service activities n.e.c,Kiran Thankaraj,U.S.A,30000,400.4522,Received in the company
2713,LOUIS & CLOUDS INDIA PRIVATE LIMITED,DELHI,South West Delhi,Other retail sale in non- specialized stores,FREDERIQUE ISABELLE CHEYNET SOUBOU,France,30000,400.4522,Received in the company
2714,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,Providing software support and maintenance to the clients,SIDDHARTH BOHRA,U.S.A,28840,387.1323,Received in the Company
2715,TRIPEERS TECH PRIVATE LIMITED,KARNATAKA,Dakshina Kannada,"Other information technology and
computer service activities n.e.c",ROHAN RAJENDRA WAGH,Slovenia,28000,375.8566,Received in the Company
2716,KPIT Technologies Limited,MAHARASHTRA,Pune,"Architectural and engineering activities
and related technical consultancy",Shripad Ahire,Japan,27000,360.407,Received in the company
2717,KPIT Technologies Limited,MAHARASHTRA,Pune,"Architectural and engineering activities and related technical
consultancy",Aman Deshpande,U.S.A,27000,360.407,Received in the company
2718,KPIT Technologies Limited,MAHARASHTRA,Pune,"Architectural and engineering activities and related technical
consultancy",Kallerdahl Anders,Sweden,27000,358.2208,Received in the company
2719,"MANCH
TECHNOLOGIES PRIVATE LIMITED",KARNATAKA,Bengaluru,"Other data processing,
hosting and related activities n.e.c.","Bharat Inclusive
Technologies Seed Holdings Limited",Mauritius,26254,350.4491,Received in the company
2720,BRANDS-IN-MOTION PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other non-specialised wholesale trade n.e.c.,THORSTEN GROND,Germany,26000,344.9534,Received in the company
2721,ASENA SERVICES PRIVATE LIMITED,DELHI,North Delhi,Management consultancy activities,Asena Holdings LLC,U.S.A,25500,340.3844,Received in the company
2722,Finicity Technologies Private Limited,MAHARASHTRA,THANE,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",NICHOLAS A THOMAS LEAH C THOMAS,U.S.A,25000,333.7102,Received in the company
2723,Finicity Technologies Private Limited,MAHARASHTRA,THANE,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",STEVEN BRENT SMITH OR JANA DEE SMITH,U.S.A,25000,333.7102,Received in the company
2724,Litmus7 Systems Consulting Private Limited,KERALA,Ernakulam,Other information technology and computer service activities n.e.c,Dhanya Unnithiriparambil Vijayan,U.S.A,25000,333.7102,Received in the company
2725,Litmus7 Systems Consulting Private Limited,KERALA,Ernakulam,Other information technology and computer service activities n.e.c,Anoop Ninan George,U.S.A,25000,333.7102,Received in the company
2726,Litmus7 Systems Consulting Private Limited,KERALA,Ernakulam,Other information technology and computer service activities n.e.c,Avinash Tharayil,U.S.A,25000,333.7102,Received in the company
2727,Litmus7 Systems Consulting Private Limited,KERALA,Ernakulam,"Other information technology and computer service
activities n.e.c",Sijo Joseph Nellissery,U.S.A,25000,333.7102,Received in the company
2728,Litmus7 Systems Consulting Private Limited,KERALA,Ernakulam,"Other information technology and computer service
activities n.e.c",Vijesh Vidyadharan Suseela,U.S.A,25000,333.7102,Received in the company
2729,Groony India Private Limited,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",LS Management LLC,Japan,25000,331.686,Received in the company
2730,Zomato Limited,DELHI,South Delhi,Other information service activities n.e.c.,Amit Godiyal,UAE,25000,331.686,Received in the company
2731,Webmanufact Private Limited,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Abel Horvath,U.S.A,24750,330.3731,Received in the company
2732,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,Providing software support and maintenance to the clients,ROHIT KEDIA,U.S.A,24200,324.8475,Received in the Company
2733,OFB TECH PRIVATE LIMITED,DELHI,South West Delhi,Other non-specialised wholesale trade n.e.c.,INTERNET FUND VII PTE. LTD.,Singapore,23546,316.0685,Received in the Company
2734,Coforge Limited,DELHI,South Delhi,Providing software support and maintenance to the clients,Sundip Gorai,U.S.A,23330,311.4184,Received in the company
2735,Solarsquare Energy Private Limited,MAHARASHTRA,Mumbai,Electric power generation using solar energy,SSE FUND 1 A SERIES OF GOOD CAPITAL PARTNERS MASTER LLC.,U.S.A,22550,302.6988,Received in the Company
2736,Solarsquare Energy Private Limited,MAHARASHTRA,Mumbai,Electric power generation using solar energy,GOOD CAPITAL FUND I,Mauritius,22550,302.6988,Received in the Company
2737,Solarsquare Energy Private Limited,MAHARASHTRA,Mumbai,Electric power generation using solar energy,"LOWERCARBON 419.1, LP",U.S.A,22550,302.6988,Received in the Company
2738,Solarsquare Energy Private Limited,MAHARASHTRA,Mumbai,Electric power generation using solar energy,WYNTON HOLDINGS PTE LTD,Singapore,22550,302.6988,Received in the Company
2739,Solarsquare Energy Private Limited,MAHARASHTRA,Mumbai,Electric power generation using solar energy,"LOWERCARBON 419.1 PARALLEL FUND, LP",U.S.A,22550,302.6988,Received in the Company
2740,Solarsquare Energy Private Limited,MAHARASHTRA,Mumbai,"Electric power generation using solar
energy","SO FUND I, A SERIES OF BETTER CAPITAL, LP",U.S.A,22550,302.6988,Received in the Company
2741,KPIT Technologies Limited,MAHARASHTRA,Pune,"Architectural and engineering activities and related technical
consultancy",Purushothaman Surendran,Japan,22500,300.3392,Received in the company
2742,KPIT Technologies Limited,MAHARASHTRA,Pune,"Architectural and engineering activities and related technical
consultancy",Manjunath Rangaswamy,Germany,22500,300.3392,Received in the company
2743,AVERY DENNISON RBIS INDIA PRIVATE LIMITED,DELHI,South West Delhi,"Manufacture of stationary articles such as pens and pencils of all kinds whether or not mechanical, pencil leads, date, sealing or numbering stamps, hand-operated devices
for printing or embossing
lab",Avery Dennison Netherlands Investment II BV,Netherland,21900,292.3301,Received in the company
2744,Dr. Reddy's Laboratories Limited,TELANGANA,Hyderabad,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic
acid, its",Luis Lopez Lazaro,Switzerland,20535,275.6505,Received in the Company
2745,Litmus7 Systems Consulting Private Limited,KERALA,Ernakulam,Other information technology and computer service activities n.e.c,Nishad Kulathinal Ashraf,U.S.A,20000,266.9682,Received in the company
2746,Litmus7 Systems Consulting Private Limited,KERALA,Ernakulam,"Other information technology and computer service
activities n.e.c",Nevin Alex,U.S.A,20000,266.9682,Received in the company
2747,Litmus7 Systems Consulting Private Limited,KERALA,Ernakulam,"Other information technology and computer service
activities n.e.c",Arun Devanand,U.S.A,20000,266.9682,Received in the company
2748,Litmus7 Systems Consulting Private Limited,KERALA,Ernakulam,"Other information technology and computer service
activities n.e.c",Ramkumar Poogundran,U.S.A,20000,266.9682,Received in the company
2749,Litmus7 Systems Consulting Private Limited,KERALA,Ernakulam,"Other information technology and computer service
activities n.e.c",Muhammed Shaheen Pappadakkara,U.S.A,20000,266.9682,Received in the company
2750,DNV MES India Private Limited,MAHARASHTRA,Pune,Management consultancy activities,DNV Group AS,Norway,20000,265.3488,Received in the company
2751,NVIPANI TECHNOLOGY SOLUTIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,Computer consultancy and computer facilities management activities,IBS TECHNOLOGY AND CONSULTING SERVICES FZ LLC,UAE,20000,265.3488,Received in the company
2752,NANOSECOND TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",Nexus Ventures VI Holdings LLC,U.S.A,19410,257.521,Received in the company
2753,HZ REAL ESTATE INVESTMENT PRIVATE LIMITED,MAHARASHTRA,Pune,"Architectural and engineering activities
and related technical consultancy",RESHMA MADHUKAR SAMBARE,U.S.A,19200,256.2894,Received in the company
2754,EATMATES INDIA PRIVATE LIMITED,CHATTISGARH,Durg,"Restaurant and bar activities connected to transportation, when
carried out by separate units",EATMATES UG (HAFTUNGSBESCHRAENKT),Germany,18788,252.1998,Received in the Company
2755,Jungalow Private Limited,GOA,North Goa,Manufacture of furniture made of wood,MIRIAM STREHLAU,Germany,18170,242.5406,Received in the company
2756,KGS DIAMOND TOOLS (INDIA) PRIVATE LIMITED,KARNATAKA,Bangalore Rural,"Manufacture of machine tools for turning, drilling, milling, shaping,
planning, boring, grinding etc.",The Ferronato KGS Holding LTD,UAE,18000,241.6221,Received in the Company
2757,JB POINDEXTER (INDIA) PRIVATE LIMITED,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",J.B. POINDEXTER AND CO. INC.,U.S.A,18160,240.9367,Received in the company
2758,KPIT Technologies Limited,MAHARASHTRA,Pune,Architectural and engineering activities and related technical consultancy,Somil Patni,U.S.A,18000,238.8139,Received in the company
2759,KPIT Technologies Limited,MAHARASHTRA,Pune,"Architectural and engineering activities and related technical
consultancy",Abhimanyu Dalal,U.S.A,18000,238.8139,Received in the company
2760,Litmus7 Systems Consulting Private Limited,KERALA,Ernakulam,"Other information technology and computer service
activities n.e.c",Vibin M.S,U.S.A,17500,233.5971,Received in the company
2761,Litmus7 Systems Consulting Private Limited,KERALA,Ernakulam,"Other information technology and computer service
activities n.e.c",Jenny Joseph,U.S.A,17500,233.5971,Received in the company
2762,Litmus7 Systems Consulting Private Limited,KERALA,Ernakulam,"Other information technology and
computer service activities n.e.c",Asha Kalleshappa,U.S.A,17500,233.5971,Received in the company
2763,CapFloat Financial Services Private Limited,KARNATAKA,Bengaluru,"Other financial service activities, except
insurance and pension funding activities, n.e.c.",LR India Holdings Ltd,Cayman Islands,16898.4,226.8348,Received in the Company
2764,Sterlite Technologies Limited,MAHARASHTRA,Aurangabad,"Manufacture of fibre optic cables for data transmission or live
transmission of images",Stephen Bullock,U.S.A,17000,225.5465,Received in the company
2765,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support and maintenance to the
clients",RAJESH C PANDYA,U.S.A,16000,214.7752,Received in the Company
2766,PRINS CASTINGS & FORGINGS INDIA PRIVATE LIMITED,MAHARASHTRA,Thane,Wholesale of metals and metal ores,PV Metallurgie B.V.,Netherland,15000,201.3517,Received in the Company
2767,CQMAX ELECTRONICS PRIVATE LIMITED,DELHI,West Delhi,"Manufacture of pagers, cellular phones and other mobile communication equipment",DIRECTION TECHNOLOGY HK CO LTD,Hong Kong,14790,197.423,Received in the company
2768,Reed and Mackay Travel India Private Limited,DELHI,South West Delhi,Tour operator activities,REED AND MACKAY TRAVEL LIMITED,United Kingdom,14000,185.7441,Received in the company
2769,Reed and Mackay Travel India Private Limited,DELHI,South West Delhi,Tour operator activities,REED AND MACKAY TRAVEL LIMITED,United Kingdom,13000,174.5048,Received in the Company
2770,Indegene Private Limited,KARNATAKA,Bengaluru,"Other professional, scientific and technical activities n.e.c.",Sameer Lal,U.S.A,12600,169.1355,Received in the Company
2771,Litmus7 Systems Consulting Private,KERALA,Ernakulam,Other information technology and,Kanishvaran Palanisamy,U.S.A,12500,166.8551,Received in the company
,Limited,,,computer service activities n.e.c,,,,,
2772,RECHARGION ENERGY PRIVATE LIMITED,MAHARASHTRA,Pune,"Manufacture of primary cells and primary batteries and rechargeable batteries, cells containing manganese oxide, mercuric oxide silver oxide or other material",JOHN RAYMOND NORMANTON,United Kingdom,12500,166.8551,Received in the company
2773,RECHARGION ENERGY PRIVATE LIMITED,MAHARASHTRA,Pune,"Manufacture of primary cells and primary batteries and rechargeable batteries, cells containing manganese oxide, mercuric oxide silver
oxide or other material",THOMAS ANTHONY EDWARD SOPWITH,United Kingdom,12500,166.8551,Received in the company
2774,OCCIPITAL TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Thane,"Other information technology and computer service
activities n.e.c",Impact Innovators and Entrepreneurs Foundation,U.S.A,12417.78,165.7576,Received in the company
2775,Ribbon Services Private Limited,KERALA,Ernakulam,Other business support service activities n.e.c,Ribbon PLC,Gibraltar,12170,162.4501,Brownfield
2776,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support and maintenance to the
clients",HARSH NAIDU,U.S.A,12000,161.0814,Received in the Company
2777,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support and maintenance to the
clients",DIBYENDU HALDER,U.S.A,12000,161.0814,Received in the Company
2778,Birlasoft Limited,MAHARASHTRA,Pune,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web- page designing",TEJ SARUP,U.S.A,10487.3,140.7757,Received in the Company
2779,AEI NEW ENERGY TRADING PRIVATE LIMITED,DELHI,South Delhi,"Electric power generation using other non conventional
sources",AMAZON ENERGY LLC,U.S.A,10000,134.2345,Received in the Company
2780,Conexus Software Solutions Private,KARNATAKA,Bengaluru,Other information technology and,Arun Kumar Hallur,Austria,10000,134.2345,Received in the Company
,Limited,,,computer service activities n.e.c,,,,,
2781,Navis Software India Private Limited,MAHARASHTRA,Thane,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",Navis Finland Oy,Finland,10000,134.2345,Received in the Company
2782,AVYAY SOLUTIONS INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",Avyay Solutions INC,U.S.A,9999,134.2211,Received in the Company
2783,PROF JIM (INDIA) PRIVATE LIMITED,DELHI,South Delhi,"Other information technology and
computer service activities n.e.c","PROF JIM, INC.",U.S.A,9999,134.2211,Received in the Company
2784,Insourcedev Private Limited,MAHARASHTRA,Thane,"Other information technology and computer service
activities n.e.c",Jansen Pierre Myburgh,South Africa,9990,134.1003,Received in the Company
2785,18MC GLOBAL PRIVATE LIMITED,TAMIL NADU,Chennai,Manufacture of furniture primarily of metal,USYSTEMS LIMITED,United Kingdom,10000,133.4841,Received in the company
2786,BLACKWING SOFT-TECH PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",M-League Pte Ltd,Singapore,10000,133.4841,Received in the company
2787,COMBINED POWER PRIVATE LIMITED,KARNATAKA,Bengaluru,"Electric power generation by hydroelectric power
plants",LESLIE ERIC DRUSSEL,United Kingdom,10000,133.4841,Received in the company
2788,ECM CRIT INDIA PRIVATE LIMITED,DELHI,South West Delhi,"Manufacture of parts and accessories of the aircraft and spacecraft of this class (major assemblies such as fuselages, wings, doors, control surfaces, landing gear, fuel tanks, nacelles, airscrews, he",CRIT,France,10000,133.4841,Received in the company
2789,Indegene Private Limited,KARNATAKA,Bengaluru,"Other professional, scientific and technical activities n.e.c.",Sameer Lal,U.S.A,10000,133.4841,Received in the company
2790,SHUNMEI MEDICAL INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Wholesale of scientific, medical and surgical",Huizhou Shunmei Medical Technology Co. Ltd,China,10000,133.4841,Received in the company
,,,,machinery and equipment,,,,,
2791,FEATHERS UP PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Nestlings Inc.,U.S.A,9999,133.4707,Received in the company
2792,WORDSWORTH TECHNOLOGIES PRIVATE LIMITED,TAMIL NADU,Kanchipuram,"Other information technology and computer service
activities n.e.c",WORDSWORTH INC.,U.S.A,9999,133.4707,Received in the company
2793,Prod Software India Private Limited,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,EPS US LLC,U.S.A,9990,133.3506,Received in the company
2794,IWG Operations India Private Limited,MAHARASHTRA,Mumbai,Renting and leasing of other machinery and equipment n.e.c. without operator,REGUS MAURITIUS COMPANY LIMITED,Mauritius,10000,132.6744,Received in the company
2795,POWERNUTS INDIA PRIVATE LIMITED,DELHI,North West Delhi,Retail sale of other food products n.e.c.,Anhelina Humeniuk,Ukraine,10000,132.6744,Received in the company
2796,LES AMIS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,A2Z Fino PTE LTD,Singapore,9990,132.5417,Received in the company
2797,Coforge Limited,DELHI,South Delhi,"Providing software support and
maintenance to the clients",Mark Richard Holden,United Kingdom,9700,130.2075,Received in the Company
2798,EPIFI TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",Alpha Wave Ventures LP,Cayman Islands,9495.25,127.459,Received in the Company
2799,Oracle Financial Services Software Limited,MAHARASHTRA,Mumbai,"Writing, modifying, testing of computer program to meet the needs of a particular
client excluding web- page designing",Gregory Robert Chapple,Australia,9375,125.1413,Received in the company
2800,ACCESSONE TECHNOLOGY PRIVATE LIMITED,HARYANA,Gurgaon,Providing software support and maintenance to the clients,"Travel Startups Incubator, LLC",U.S.A,9290,124.0067,Received in the company
2801,SIMPLY START PRIVATE,CHANDIGARH,Chandigarh,Other information,KALDISH SHOKER,United,9230,122.4585,Received in
,LIMITED,,,technology and computer service activities n.e.c,,Kingdom,,,the company
2802,KPIT Technologies Limited,MAHARASHTRA,Pune,"Architectural and engineering activities and related technical
consultancy",Nisha Parrakat,Germany,9000,119.4069,Received in the company
2803,CURO BIOSCIENCES PRIVATE LIMITED,MAHARASHTRA,Nagpur,"Other human health activities n.e.c. (including independent ambulance
activities)",Anthill Factory Pte. Ltd,Singapore,8696,116.0778,Received in the company
2804,BLACKWING SOFT-TECH PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,M-LEAGUE PTE. LTD.,Singapore,8182.4,108.5595,Received in the company
2805,Kronos Systems India Pvt. Ltd.,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",KRONOS AUSTRALIA PTY LTD,Australia,7990,107.2534,Received in the Company
2806,Neiman Marcus Global Technology Services Private Limited,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,The Neiman Marcus Group LLC,U.S.A,7500,99.5058,Received in the company
2807,Birlasoft Limited,MAHARASHTRA,Pune,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web- page designing",JANG BAHADUR,U.S.A,6869.6,92.2137,Received in the Company
2808,FULLIFE HEALTHCARE PRIVATE LIMITED,MAHARASHTRA,Mumbai,"MANUFACTURE OF MEDICINAL SUBSTANCES USED IN THE MANUFACTURE OF PHARMACEUTICALS: ANTIBIOTICS, ENDOCRINE PRODUCTS, BASIC VITAMINS; OPIUM DERIVATIVES; SULPHA DRUGS; SERUMS AND PLASMAS; SALICYLIC ACID, ITS SALTS AND ESTERS; GLYCOSIDES
AND VEGETABLE",NHPEA Eagle Holding B.V,Netherland,6495.07,86.1729,Received in the company
,,,,ALKALOIDS;,,,,,
2809,INDIPAISA PRIVATE LIMITED,UTTAR PRADESH,Gautam Buddha Nagar,Other information technology and computer service activities n.e.c,NEBIL BENAISSA,U.S.A,6074,81.534,Received in the Company
2810,FLEXA INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other retail sale in non- specialized stores,FLEXA4DREAMS A/S,Denmark,6083,81.1984,Received in the company
2811,Kaynes Technology India Private Limited,KARNATAKA,Mysuru,"Manufacture of bare printed circuit boards, loading of components onto printed circuit boards; manufacture of interface cards (e.g.
sound, video, controllers, network, modems)",GANESH CHERAPURAM BALASUBRAMANIAN,UAE,5999.9,80.5394,Received in the Company
2812,Amazon Transportation Services Private Limited,KARNATAKA,Bengaluru,Courier activities,AMAZON.COM.INCS LIMITED,Mauritius,5880,78.0125,Received in the company
2813,Rangeela Fashions Private Limited,Goa,North Goa,"Manufacture Of All Types Of Textile Garments And Clothing
Accessories",Mr. Roger Scott Jones,Australia,5600,74.7511,Brownfield
2814,SNFL Cloudtech India Private Limited,KARNATAKA,Bengaluru,Computer consultancy and computer facilities management activities,Snowflake Holings LLC,U.S.A,5550,74.5001,Received in the Company
2815,Oracle Financial Services Software Limited,MAHARASHTRA,Mumbai,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",Srinivasan Venkatesh,Singapore,5470,72.5729,Received in the company
2816,METTUBE INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Manufacture of Copper from ore, and other
copper products and alloys",METTUBE INTERNATIONAL SDN BHD,Malaysia,5000,67.1172,Received in the Company
2817,Pravani lifestyle Private limited,DELHI,North West Delhi,Manufacture of other textiles/textile products n.e.c.,ISHALEN GOVENDER,South Africa,5000,67.1172,Received in the Company
2818,Pravani lifestyle Private limited,DELHI,North West Delhi,Manufacture of other textiles/textile products n.e.c.,KRINESAN GOVENDER,South Africa,5000,67.1172,Received in the Company
2819,"EXPLORING INFINITIES
EDTECH PRIVATE LIMITED",TELANGANA,Hyderabad,OTHER EDUCATIONAL SERVICES N.E.C.,"LIGHTSPEED INDIA PARTNERS III, LLC",Mauritius,4979.71,66.8449,Received in the Company
2820,NEYO IT CONSULTANCY PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other information technology and computer service
activities n.e.c",Vaishali Chirag Karnik,United Kingdom,5000,66.3372,Received in the company
2821,Mastek Limited,GUJARAT,Ahmedabad,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web- page designing",Arindam Dipankar Chatterjee,United Kingdom,4900,65.0104,Received in the company
2822,MUDITA & RADHESH PRIVATE LIMITED,RAJASTHAN,Jaipur,Manufacture of all types of textile garments and clothing accessories,Impact Innovators and Entrepreneurs Foundation,U.S.A,4727.81,63.4635,Received in the Company
2823,"ETO MOTION TECHNOLOGIES INDIA
PRIVATE LIMITED",Karnataka,Bengaluru,Manufacture of fluid power equipment,ETO MAGNETIC GMBH,Germany,4490,60.2713,Received in the Company
2824,APOLLO VTS INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Wholesale of transport equipment except motor vehicles, motorcycles
and bicycles",Apollo VTS B. V.,Netherland,4500,59.7035,Received in the company
2825,CELAGENEX RESEARCH (INDIA) PRIVATE LIMITED,MAHARASHTRA,Thane,"Other human health activities n.e.c. (including independent ambulance
activities)",SHRINATH NARAYAN JADHAV,U.S.A,4440,59.6001,Received in the Company
2826,OORJA DEVELOPMENT SOLUTIONS INDIA PRIVATE LIMITED,DELHI,East Delhi,Electric power generation using solar energy,Schneider Electric Energy Access Asia,France,4440,59.6001,Received in the Company
2827,AYADELIGHTS EATERIES PRIVATE LIMITED,UTTAR PRADESH,Gautam Buddha Nagar,"Cafeterias, fast-food restaurants and other food preparation in market stalls",SHREEM UG (HAFTUNGSBESCHR NKT),Germany,4090,54.9019,Received in the Company
2828,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,Providing software support and maintenance to the clients,SARAVANAKUMAR GOVINDARAJ,U.S.A,4000,53.6938,Received in the Company
2829,ROADCAST TECH SOLUTIONS PRIVATE LIMITED,DELHI,North West Delhi,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web- page designing",Vianet FZCO,UAE,3990,53.5596,Received in the Company
2830,BETTERSCIENCE WORKS PRIVATE LIMITED,GOA,North Goa,"Other information
technology and computer service",Vijaykumar Mallikarjun Hanagandi,U.S.A,3820,51.2776,Received in the Company
,,,,activities n.e.c,,,,,
2831,CREDAVENUE PRIVATE LIMITED,TAMIL NADU,Chennai,Other information technology and computer service activities n.e.c,"Lightrock Growth Fund I S.A., SICAV-RAIF",Luxembourg,3510,46.8529,Received in the company
2832,CREDAVENUE PRIVATE LIMITED,TAMIL NADU,Chennai,Other information technology and computer service activities n.e.c,"Creation lnvestments lndia lll, LLC",U.S.A,3510,46.8529,Received in the company
2833,CREDAVENUE PRIVATE LIMITED,TAMIL NADU,Chennai,"Other information technology and computer service
activities n.e.c",LR India Holdings Ltd,Cayman Islands,3510,46.8529,Received in the company
2834,CREDAVENUE PRIVATE LIMITED,TAMIL NADU,Chennai,"Other information technology and
computer service activities n.e.c",SCI Growth Investments III,Mauritius,3510,46.8529,Received in the company
2835,CREDAVENUE PRIVATE LIMITED,TAMIL NADU,Chennai,"Other information technology and computer service
activities n.e.c",Lightspeed lndia Partners III LLC,Mauritius,3510,46.8529,Received in the company
2836,CREDAVENUE PRIVATE LIMITED,TAMIL NADU,Chennai,"Other information technology and
computer service activities n.e.c",Lightspeed Venture Partners Xlll Mauritius,Mauritius,3510,46.8529,Received in the company
2837,VEDANTU INNOVATIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and
computer service activities n.e.c",COATUE PE ASIA 70 LLC,U.S.A,3453.63,46.1005,Received in the company
2838,ZASKET TECHNOLOGIES PRIVATE LIMITED,TELANGANA,Hyderabad,Wholesale of fruits and vegetables,SOSV IV LLC,U.S.A,3000,40.0452,Received in the company
2839,GODREJ CONSUMER PRODUCTS LIMITED,MAHARASHTRA,Mumbai,"Manufacture of insecticides,
rodenticides, fungicides, herbicides",Akhil chandra,Indonesia,2500,33.371,Received in the company
2840,Anar App Private Limited,MAHARASHTRA,Mumbai,Retail sale via e- commerce,Elevation Capital VII Limited,Mauritius,2478.65,33.086,Received in the company
2841,PROFICIENCY LEARNING SOLUTIONS PRIVATE LIMITED,DELHI,South Delhi,EDUCATION,LR India Holdings Ltd,Cayman Islands,2452.8,32.925,Received in the Company
2842,"DATAPHYSICS
INSTRUMENTS INDIA PRIVATE LIMITED",HARYANA,Faridabad,Technical testing and analysis,DataPhysics Instruments GMBH,Germany,2420,32.4847,Received in the Company
2843,Dr. Reddy's Laboratories Limited,TELANGANA,Hyderabad,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics,endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic
acid, its",Ashish Girotra,U.S.A,2220,29.8001,Received in the Company
2844,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support and
maintenance to the clients",ABRAHAM ASHER SAMSON,U.S.A,2000,26.8469,Received in the Company
2845,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support and maintenance to the
clients",MANOJ G SIVARAMA,U.S.A,2000,26.8469,Received in the Company
2846,Proactive Global Immigration Services Private Limited,PUNJAB,Moga,Travel agency activities,Surinder Singh Sandhu,Canada,2000,26.8469,Received in the Company
2847,PEPPER FARMS PRIVATE LIMITED,HARYANA,Gurgaon,"Other supporting activities including agricultural gardening (excluding parks and gardening activities),
n.e.c.",EVOLUTION TRUSTEES LTD,Australia,1720,23.0883,Received in the Company
2848,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support and
maintenance to the clients",SAMIR DIGHE,U.S.A,1500,20.1352,Received in the Company
2849,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support and
maintenance to the clients",PRANAV LAXMAN PATIL,U.S.A,1400,18.7928,Received in the Company
2850,LARSEN & TOUBRO INFOTECH LIMITED,MAHARASHTRA,Mumbai,"Providing software support and maintenance to the
clients",NITIN JAIN,U.S.A,1400,18.7928,Received in the Company
2851,LUPIN LIMITED,MAHARASHTRA,Mumbai,"Manufacture of medicinal substances used in the manufacture
of pharmaceuticals: antibiotics,endocrine",ANSHUMAN V PATWARDHAN,U.S.A,1206,16.0005,Received in the company
,,,,"products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic
acid, its",,,,,
2852,PROFICIENCY LEARNING SOLUTIONS PRIVATE LIMITED,DELHI,South Delhi,EDUCATION,Al Rayan Holding Company K.S.C.C.,Kuwait,1138.9,15.1103,Received in the company
